price,location,id,size
NA,"
                            Nymphenburger Straße
                        

            80335 München Maxvorstadt
",9713063,NA
750,NA,9713064,NA
300,"
                            Geschwister-Scholl-straße.9
                        

            53424 Remagen remagen
",9713065,13
490,"
                            Uhlandstraße 74
                        

            44147 Dortmund Innenstadt
",9713066,30
850,NA,9713067,NA
500,NA,9713068,15
NA,NA,9713069,NA
450,"
                            Sporlederweg 8
                        

            30449 Hannover Linden-Süd
",9713070,12
375,NA,9713071,NA
NA,NA,9713072,NA
255,"
                            Donaustraße 36
                        

            99089 Erfurt Andreasvorstadt
",9713073,14
700,"
                            Waldstraße
                        

            65843 Sulzbach Sulzbach
",9713074,60
290,"
                            Universitätsstraße 82
                        

            40225 Düsseldorf Bilk
",9713075,19
375,NA,9713076,NA
425,"
                            Dreiheiligenstraße 33
                        

            6020 Innsbruck Dreiheiligen
",9713077,17
NA,"
                            Flurhofstrasse
                        

            9000 St. Gallen 
",9713078,NA
1400,"
                            Gregor Mendel Straße 39
                        

            14469 Potsdam Jäger Vorstadt
",9713079,75
367,"
                            Schulstraße 7
                        

            18057 Rostock Kröpeliner Tor Vorstadt
",9713080,22
NA,NA,9713081,NA
NA,NA,9713082,NA
NA,NA,9713083,NA
420,"
                            Nieritzstraße
                        

            01097 Dresden Innere Neustadt
",9713084,26
NA,NA,9713085,NA
NA,"
                            Mörfelder Landstraße
                        

            60598 Frankfurt am Main Sachsenhausen
",9713086,NA
NA,"
                            Rathausstraße
                        

            24103 Kiel Vorstadt
",9713087,NA
370,NA,9713088,14
NA,NA,9713089,NA
700,NA,9713090,14
NA,NA,9713091,NA
465,"
                            Rückertgasse
                        

            1160 Wien 16. Bezirk Ottakring
",9713092,13
400,"
                            Viehoferstr. 14
                        

            45127 Essen Nord
",9713093,25
NA,NA,9713094,NA
880,"
                            Warschauer Str. 1
                        

            60327 Frankfurt am Main Gallusviertel
",9713095,42
NA,NA,9713096,NA
550,NA,9713097,NA
NA,NA,9713098,NA
550,NA,9713099,12
870,"
                            Untere Straßäcker 4
                        

            85748 Garching b. München 
",9713100,20
NA,NA,9713101,NA
NA,NA,9713102,NA
NA,NA,9713103,NA
870,"
                            Untere Straßäcker 4
                        

            85748 Garching b. München 
",9713100,20
NA,NA,9713101,NA
NA,NA,9713102,NA
NA,NA,9713103,NA
NA,NA,9713104,NA
1000,NA,9713105,45
550,NA,9713106,18
1300,"
                            reinhardstrasse 19
                        

            10117 Berlin Mitte
",9713107,41
500,"
                            Pasettistraße
                        

            1200 Wien 20. Bezirk Brigittenau
",9713108,22
550,NA,9713109,10
NA,NA,9713110,NA
500,NA,9713111,15
NA,"
                            Zur Zeile
                        

            91090 Effeltrich Effeltrich
",9713112,NA
NA,NA,9713113,NA
NA,NA,9713114,NA
340,"
                            Maillingerstraße 14
                        

            97082 Würzburg Zellerau
",9713115,16
NA,NA,9713116,NA
1500,"
                            Tübinger Straße 49
                        

            70771 Leinfelden-Echterdingen Echterdingen
",9713117,84
500,"
                            Escher Straße 269
                        

            50739 Köln Bilderstöckchen
",9713118,15
500,NA,9713119,15
NA,NA,9713120,NA
450,"
                            Peter-Maeth-Str. 10
                        

            53424 Remagen Remagen
",9713121,31
NA,NA,9713122,NA
1000,"
                            Alte Straße 38
                        

            94034 Passau Grubweg
",9713123,104
NA,NA,9713124,NA
NA,NA,9713125,NA
1000,NA,9713126,NA
500,"
                            Chodowieckistraße 41
                        

            10405 Berlin Berlin
",9713127,80
NA,"
                            Schlösserstraße
                        

            99084 Erfurt Erfurt-Altstadt
",9713128,NA
1100,NA,9713129,58
NA,NA,9713130,NA
NA,NA,9713131,NA
300,"
                            Galileistr
                        

            12435 Berlin Plänterwald
",9713132,15
NA,NA,9713133,NA
80,"
                            Lochnerstr.18
                        

            50674 Köln Altstadt-Süd
",9713134,45
NA,NA,9713135,NA
NA,NA,9713136,NA
NA,NA,9713137,NA
525,"
                            Eberhardstr 25
                        

            72072 Tübingen Südstadt
",9713138,10
333,"
                            Mittelstraße
                        

            07745 Jena Jena-Stadt
",9713139,14
NA,NA,9713140,NA
NA,"
                            Machabäerstraße
                        

            50668 Köln Altstadt-Nord
",9713141,NA
NA,NA,9713142,NA
445,"
                            Provinostr.
                        

            86153 Augsburg Innenstadt
",9713143,18
417,"
                            Dauerwaldweg 1
                        

            14055 Berlin Grunewald
",9713144,16
NA,NA,9713145,NA
1215,"
                            Potsdamer Str. 17
                        

            80802 München Schwabing-Freimann
",9713146,36
NA,NA,9713147,NA
NA,NA,9713148,NA
NA,NA,9713149,NA
NA,NA,9713150,NA
1215,"
                            Potsdamer Str. 17
                        

            80802 München Schwabing-Freimann
",9713146,36
NA,NA,9713147,NA
NA,NA,9713148,NA
NA,NA,9713149,NA
NA,NA,9713150,NA
300,NA,9713151,NA
NA,NA,9713152,NA
550,NA,9713153,13
945,"
                            Bochumer Straße 162
                        

            45886 Gelsenkirchen Ückendorf
",9713154,94
340,"
                            Ostring 23
                        

            76829 Landau in der Pfalz 
",9713155,17
NA,NA,9713156,NA
NA,NA,9713157,NA
600,NA,9713158,NA
370,"
                            Wendenring
                        

            38114 Braunschweig Ölper
",9713159,18
NA,NA,9713160,NA
NA,NA,9713161,NA
416,"
                            Hildesheimer Str.118
                        

            30173 Hannover Südstadt
",9713162,14
300,"
                            Kestnerstraße 47
                        

            30159 Hannover Mitte
",9713163,14
450,NA,9713164,NA
NA,"
                            In der Muslen
                        

            78054 Villingen-Schwenningen Schwenningen
",9713165,NA
NA,NA,9713166,NA
NA,NA,9713167,NA
500,NA,9713168,15
NA,NA,9713169,NA
NA,NA,9713170,NA
265,"
                            Nürnberger Str. 8
                        

            95448 Bayreuth Bayreuth
",9713171,18
NA,NA,9713172,NA
620,"
                            Adolph-Schönfelder-Straße 37
                        

            22083 Hamburg Barmbek-Süd
",9713173,14
NA,NA,9713174,NA
NA,NA,9713175,NA
370,"
                            Siegburger Straße 4
                        

            56072 Koblenz Güls
",9713176,15
500,"
                            Haubachstraße 11
                        

            10585 Berlin Charlottenburg
",9713177,15
NA,NA,9713178,NA
430,NA,9713179,NA
332,"
                            Wodanstraße
                        

            90461 Nürnberg Bleiweiß
",9713180,18
NA,NA,9713181,NA
480,NA,9713182,NA
500,NA,9713183,12
400,"
                            Hafenstraße 98
                        

            47119 Duisburg Ruhrort
",9713184,18
NA,NA,9713185,NA
NA,NA,9713186,NA
NA,NA,9713187,NA
485,"
                            Rheinstraße
                        

            76185 Karlsruhe Mühlburg
",9713188,21
NA,NA,9713189,NA
2070,"
                            K
                        

            80337 München Ludwigsvorstadt-Isarvorstadt
",9713190,100
NA,NA,9713191,NA
NA,"
                            Wielandstraße
                        

            06114 Halle (Saale) 
",9713192,NA
NA,"
                            Kruppstr.
                        

            40227 Düsseldorf Friedrichstadt
",9713193,NA
680,"
                            Schönbühlstraße 9
                        

            70188 Stuttgart Ost
",9713194,20
1150,"
                            Sartoriusstraße 35
                        

            20257 Hamburg Eimsbüttel
",9713195,48
NA,NA,9713196,NA
1150,"
                            Sartoriusstraße 35
                        

            20257 Hamburg Eimsbüttel
",9713195,48
NA,NA,9713196,NA
550,"
                            Rienzistrasse
                        

            70597 Stuttgart Degerloch
",9713197,14
450,"
                            König Wilhelm str 7
                        

            89073 Ulm Oststadt
",9713198,16
NA,NA,9713199,NA
340,"
                            Bahnhofstraße 69
                        

            35390 Gießen 
",9713200,18
NA,"
                            Steyrerweg
                        

            93049 Regensburg Westenviertel
",9713201,NA
NA,NA,9713202,NA
NA,NA,9713203,NA
NA,NA,9713204,NA
NA,NA,9713205,NA
240,"
                            Marienstraße 31
                        

            08056 Zwickau Innenstadt
",9713206,20
430,"
                            Rathsberger straße 45
                        

            91054 Erlangen Burgberg
",9713207,16
600,NA,9713208,20
580,"
                            Bismarkstraße
                        

            90491 Nürnberg St Jobst
",9713209,20
1620,"
                            Grünberger Straße
                        

            10243 Berlin Friedrichshain
",9713210,15
NA,NA,9713211,NA
430,"
                            Lohrgasse
                        

            60389 Frankfurt am Main Seckbach
",9713212,16
NA,NA,9713213,NA
550,"
                            Fichtestraße 5
                        

            97074 Würzburg Frauenland
",9713214,35
1000,NA,9713215,50
NA,NA,9713216,NA
480,"
                            Talaverastraße
                        

            30163 Hannover Hannover
",9713217,17
NA,NA,9713218,NA
NA,NA,9713219,NA
NA,NA,9713220,NA
600,NA,9713221,9
NA,NA,9713222,NA
900,"
                            Heußweg
                        

            20259 Hamburg Eimsbüttel
",9713223,20
600,"
                            Hessenallee 4a
                        

            14052 Berlin Charlottenburg
",9713224,18
550,"
                            Riesenbergstr 9a
                        

            83026 Rosenheim 
",9713225,35
1740,"
                            Fehmarner Straße
                        

            13353 Berlin 
",9713226,35
NA,NA,9713227,NA
NA,NA,9713228,NA
NA,"
                            Clever Straße
                        

            50668 Köln Altstadt-Nord
",9713229,NA
1200,NA,9713230,20
350,NA,9713231,NA
NA,NA,9713232,NA
850,"
                            Clemensstr. 48
                        

            80803 München Schwabing-West
",9713233,14
NA,NA,9713234,NA
560,"
                            Kirchweg
                        

            50858 Köln Junkersdorf
",9713235,11
NA,NA,9713236,NA
NA,NA,9713237,NA
800,NA,9713238,30
NA,NA,9713239,NA
500,NA,9713240,NA
NA,"
                            Nähe Freibad
                        

            73312 Geislingen an der Steige 
",9713241,NA
850,NA,9713242,NA
400,NA,9713243,12
410,"
                            -
                        

            33619 Bielefeld Großdornberg
",9713244,25
NA,NA,9713245,NA
900,"
                            Hauptstraße 31
                        

            68259 Mannheim Feudenheim
",9713246,70
NA,NA,9713247,NA
800,NA,9713248,14
600,"
                            Hoheluftchaussee 93
                        

            20253 Hamburg Hoheluft-West
",9713249,25
NA,"
                            Berliner Straße
                        

            01067 Dresden Friedrichstadt
",9713250,NA
NA,NA,9713251,NA
NA,NA,9713252,NA
400,"
                            Eichgärten 18
                        

            35394 Gießen Innenstadtrandlage
",9713253,28
NA,NA,9713254,NA
NA,"
                            Mauerstraße
                        

            37073 Göttingen Innenstadt
",9713255,NA
NA,"
                            Overbeckstraße,
                        

            50823 Köln Neuehrenfeld
",9713256,NA
1000,NA,9713257,45
NA,"
                            Landsberger Str.
                        

            80687 München Laim
",9713258,NA
800,NA,9713259,NA
NA,NA,9713260,NA
NA,NA,9713261,NA
485,"
                            Hohenzollerstraße 172
                        

            41063 Mönchengladbach Eicken
",9713262,14
800,"
                            Sprengelstraße
                        

            13353 Berlin Wedding
",9713263,30
NA,NA,9713264,NA
270,"
                            Liebigstraße 87
                        

            35392 Gießen Südviertel
",9713265,13
NA,"
                            Hallesche Allee
                        

            76139 Karlsruhe Karlsruhe
",9713266,NA
NA,NA,9713267,NA
NA,"
                            Marstallstraße
                        

            71634 Ludwigsburg Mitte
",9713268,NA
NA,NA,9713269,NA
1000,NA,9713270,NA
NA,NA,9713271,NA
NA,NA,9713272,NA
NA,"
                            Betzelsstrasse
                        

            55116 Mainz Altstadt
",9713273,NA
NA,NA,9713274,NA
800,NA,9713275,NA
450,"
                            Berckhauserstraße
                        

            90409 Nürnberg Maxfeld
",9713276,18
NA,"
                            Häherweg
                        

            85395 Freising Thalham
",9713277,NA
950,"
                            Stolbergerstraße
                        

            52068 Aachen Aachen
",9713278,70
367,"
                            Wachsbleiche 14
                        

            49076 Osnabrück Westerberg
",9713279,16
NA,NA,9713280,NA
NA,NA,9713281,NA
NA,NA,9713282,NA
NA,NA,9713283,NA
NA,NA,9713284,NA
NA,NA,9713285,NA
NA,NA,9713286,NA
NA,NA,9713287,NA
NA,NA,9713288,NA
NA,NA,9713289,NA
NA,NA,9713290,NA
NA,NA,9713291,NA
NA,NA,9713292,NA
NA,NA,9713293,NA
NA,NA,9713294,NA
NA,NA,9713295,NA
367,"
                            Wachsbleiche 14
                        

            49076 Osnabrück Westerberg
",9713279,16
NA,NA,9713280,NA
420,"
                            H3
                        

            68159 Mannheim Quadrate
",9713281,14
NA,NA,9713282,NA
NA,NA,9713283,NA
NA,NA,9713284,NA
NA,NA,9713285,NA
NA,NA,9713286,NA
790,"
                            Kempener Strasse
                        

            50733 Köln Nippes
",9713287,67
NA,NA,9713288,NA
290,"
                            Johannisstraße
                        

            49074 Osnabrück 
",9713289,18
NA,NA,9713290,NA
NA,NA,9713291,NA
NA,NA,9713292,NA
NA,NA,9713293,NA
NA,NA,9713294,NA
368,"
                            Veit-Stoß-Str. 18
                        

            96052 Bamberg Ost
",9713295,15
NA,NA,9713296,NA
NA,NA,9713297,NA
400,NA,9713298,NA
600,NA,9713299,NA
NA,"
                            Oskar-Hoffmann-Str.
                        

            44789 Bochum Altenbochum
",9713300,NA
700,NA,9713301,50
NA,NA,9713302,NA
850,"
                            Überlinger Str.
                        

            78224 Singen (Hohentwiel) Südstadt
",9713303,60
NA,NA,9713304,NA
NA,NA,9713305,NA
NA,NA,9713306,NA
NA,NA,9713307,NA
NA,"
                            Carl-Petersen-Str
                        

            20535 Hamburg Hamm-Nord
",9713308,NA
NA,NA,9713309,NA
NA,NA,9713310,NA
600,NA,9713311,NA
NA,NA,9713312,NA
NA,"
                            Beethovenstraße
                        

            93053 Regensburg Galgenberg
",9713313,NA
NA,NA,9713314,NA
NA,NA,9713315,NA
NA,NA,9713316,NA
950,"
                            Freienwalder Straße 30, 13359 Berlin
                        

            13359 Berlin Gesundbrunnen
",9713317,62
570,"
                            Ratiborstrasse,
                        

            10999 Berlin Kreuzberg
",9713318,18
NA,NA,9713319,NA
NA,NA,9713320,NA
NA,"
                            Bauerstrasse
                        

            80796 München Schwabing-West
",9713321,NA
550,NA,9713322,20
700,NA,9713323,15
NA,NA,9713324,NA
NA,NA,9713325,NA
NA,NA,9713326,NA
NA,NA,9713327,NA
NA,NA,9713328,NA
600,NA,9713329,NA
NA,NA,9713330,NA
NA,NA,9713331,NA
610,NA,9713332,10
NA,"
                            Gotenstraße
                        

            65929 Frankfurt am Main Höchst
",9713333,NA
28,"
                            Rotherstr.29
                        

            10245 Berlin Friedrichshain-Kreuzberg
",9713334,10
NA,NA,9713335,NA
NA,NA,9713336,NA
NA,NA,9713337,NA
600,NA,9713338,NA
489,"
                            Canongasse 1
                        

            1180 Wien 18. Bezirk Währing
",9713339,27
500,NA,9713340,NA
NA,NA,9713341,NA
NA,NA,9713342,NA
NA,NA,9713343,NA
368,"
                            Arthur-Hoffmann-Straße 170
                        

            04277 Leipzig Connewitz
",9713344,16
NA,NA,9713345,NA
NA,NA,9713346,NA
NA,NA,9713347,NA
NA,NA,9713348,NA
400,NA,9713349,NA
NA,NA,9713350,NA
NA,NA,9713351,NA
NA,NA,9713352,NA
355,"
                            Fröhlichstraße 8
                        

            97082 Würzburg Zellerau
",9713353,17
NA,"
                            Kronfeldstraße
                        

            07745 Jena Jena-Stadt
",9713354,NA
450,NA,9713355,NA
380,"
                            Haidhoferstraße 4
                        

            95473 Creußen Creußen
",9713356,43
NA,NA,9713357,NA
NA,NA,9713358,NA
NA,"
                            Nancystrasse
                        

            76187 Karlsruhe Nordweststadt
",9713359,NA
NA,NA,9713360,NA
NA,NA,9713361,NA
980,"
                            Kolonnenstr
                        

            10829 Berlin 
",9713362,150
NA,NA,9713363,NA
NA,NA,9713364,NA
300,"
                            Rudolf-Harbig-Weg 30
                        

            48149 Münster Sentrup
",9713365,15
NA,NA,9713366,NA
NA,NA,9713367,NA
1100,"
                            Lipschitzallee 38
                        

            12353 Berlin Gropiusstadt
",9713368,75
NA,NA,9713369,NA
NA,NA,9713370,NA
NA,NA,9713371,NA
300,"
                            Weisestraße
                        

            12049 Berlin Neukölln
",9713372,18
NA,"
                            Am Bachl
                        

            85049 Ingolstadt Altstadt Südwest
",9713373,NA
NA,NA,9713374,NA
750,"
                            Hans-Sachs-Str 5
                        

            91301 Forchheim 
",9713375,17
NA,NA,9713376,NA
NA,NA,9713377,NA
650,"
                            Speckbachergasse
                        

            1160 Wien 
",9713378,13
NA,NA,9713379,NA
650,"
                            Speckbachergasse
                        

            1160 Wien 
",9713378,13
600,NA,9713379,NA
700,NA,9713380,NA
NA,NA,9713381,NA
320,"
                            Mittellinie 28 26160 Bad Zwischenhahn
                        

            26160 Bad Zwischenahn Bad Zwischenhahn
",9713382,18
468,"
                            Grünberger Straße
                        

            35390 Gießen 
",9713383,16
370,"
                            Nordring 8
                        

            76829 Landau in der Pfalz Zentrum
",9713384,15
NA,NA,9713385,NA
420,"
                            Wiesenstraße 32
                        

            37073 Göttingen Südstadt
",9713386,17
784,"
                            Herrenberger Straße 13
                        

            70563 Stuttgart Vaihingen
",9713387,20
NA,NA,9713388,NA
300,NA,9713389,8
380,"
                            Ellerstr. 119
                        

            40227 Düsseldorf Oberbilk
",9713390,15
NA,NA,9713391,NA
400,"
                            Goethestraße
                        

            30169 Hannover Calenberger Neustadt
",9713392,17
350,NA,9713393,NA
NA,"
                            Manderscheider Str.
                        

            50937 Köln Sülz
",9713394,NA
415,"
                            Oberbilker Allee 319
                        

            40227 Düsseldorf Oberbilk
",9713395,10
390,"
                            Einsteinstraße 10
                        

            48149 Münster Centrum
",9713396,16
350,NA,9713397,NA
NA,NA,9713398,NA
430,"
                            Brühler Strasse
                        

            50968 Köln Raderthal
",9713399,12
650,NA,9713400,9
600,"
                            Obere Weidenstraße
                        

            81543 München Au-Haidhausen
",9713401,50
NA,NA,9713402,NA
NA,NA,9713403,NA
351,"
                            Magdeburger Allee 5
                        

            99086 Erfurt Andreasvorstadt
",9713404,18
700,NA,9713405,5
NA,NA,9713406,NA
NA,"
                            Handschuhsheim
                        

            69121 Heidelberg Handschuhsheim
",9713407,NA
NA,NA,9713408,NA
NA,NA,9713409,NA
500,NA,9713410,10
NA,"
                            Hohe Straße
                        

            26B Leipzig Zentrum-Süd
",9713411,NA
NA,NA,9713412,NA
NA,NA,9713413,NA
NA,NA,9713414,NA
600,NA,9713415,NA
360,"
                            Glaeserweg 38
                        

            64291 Darmstadt Arheilgen
",9713416,40
NA,NA,9713417,NA
NA,NA,9713418,NA
NA,NA,9713419,NA
390,"
                            Walderseestraße
                        

            13407 Berlin Wedding
",9713420,60
NA,NA,9713421,NA
530,"
                            Haslerstraße
                        

            90443 Nürnberg Steinbühl
",9713422,50
413,"
                            Morgenstraße 25
                        

            76137 Karlsruhe Südstadt
",9713423,17
NA,NA,9713424,NA
455,NA,9713425,8
800,NA,9713426,40
600,NA,9713427,10
600,NA,9713428,NA
382,"
                            Bruchschneidersdell 1
                        

            66117 Saarbrücken Alt-Saarbrücken
",9713429,16
470,"
                            Sophienstr. 6
                        

            90478 Nürnberg Glockenhof
",9713430,23
310,"
                            Bert-Brecht-Str.
                        

            78054 Schwenningen 
",9713431,18
NA,NA,9713432,NA
NA,NA,9713433,NA
NA,NA,9713434,NA
650,"
                            Triftstr
                        

            13353 Berlin Wedding
",9713435,24
386,"
                            Goethestraße 2
                        

            52064 Aachen Aachen
",9713436,14
1100,"
                            Kolonnenstr
                        

            10829 Berlin Schöneberg
",9713437,60
NA,NA,9713438,NA
NA,NA,9713439,NA
NA,"
                            Liebigstraße
                        

            49074 Osnabrück Dodesheide
",9713440,NA
300,"
                            Alteburgstr.
                        

            72762 Reutlingen Reutlingen
",9713441,10
NA,NA,9713442,NA
NA,NA,9713443,NA
NA,NA,9713444,NA
NA,NA,9713445,NA
NA,NA,9713446,NA
NA,NA,9713447,NA
NA,NA,9713448,NA
NA,NA,9713449,NA
NA,NA,9713450,NA
NA,NA,9713451,NA
NA,NA,9713452,NA
NA,NA,9713453,NA
NA,NA,9713454,NA
NA,NA,9713455,NA
NA,NA,9713456,NA
NA,NA,9713457,NA
NA,NA,9713458,NA
NA,NA,9713459,NA
NA,NA,9713460,NA
NA,NA,9713461,NA
NA,NA,9713462,NA
NA,NA,9713463,NA
NA,NA,9713464,NA
NA,NA,9713465,NA
NA,NA,9713466,NA
NA,NA,9713467,NA
NA,NA,9713468,NA
NA,NA,9713469,NA
NA,NA,9713470,NA
NA,NA,9713471,NA
NA,NA,9713472,NA
NA,NA,9713473,NA
NA,NA,9713474,NA
NA,NA,9713475,NA
NA,NA,9713476,NA
NA,NA,9713477,NA
NA,NA,9713478,NA
300,"
                            Alteburgstr.
                        

            72762 Reutlingen Reutlingen
",9713441,10
850,NA,9713442,10
NA,NA,9713443,NA
NA,NA,9713444,NA
NA,NA,9713445,NA
NA,"
                            Endenicher Straße
                        

            53115 Bonn Weststadt
",9713446,NA
NA,NA,9713447,NA
400,NA,9713448,12
NA,NA,9713449,NA
380,"
                            Kapellenstraße
                        

            04315 Leipzig Reudnitz
",9713450,18
NA,NA,9713451,NA
NA,NA,9713452,NA
438,"
                            Lindweg 4
                        

            8010 Graz Geidorf
",9713453,12
NA,NA,9713454,NA
NA,NA,9713455,NA
800,NA,9713456,NA
850,NA,9713457,20
NA,NA,9713458,NA
NA,NA,9713459,NA
355,"
                            An der Schloßmauer 2A
                        

            98693 Ilmenau Zentrum
",9713460,30
NA,NA,9713461,NA
NA,NA,9713462,NA
NA,NA,9713463,NA
NA,"
                            Lindachstraße
                        

            72810 Gomaringen Gomaringen
",9713464,NA
320,"
                            Aureliusstraße, 33
                        

            52064 Aachen Aachen
",9713465,15
NA,NA,9713466,NA
425,"
                            Schützenstr. 2
                        

            67061 Ludwigshafen am Rhein Süd
",9713467,9
NA,NA,9713468,NA
540,"
                            Buttmannstr.
                        

            13557 Berlin Wedding
",9713469,25
NA,NA,9713470,NA
437,"
                            Ingling 74
                        

            4784 Passau Ingling
",9713471,30
300,"
                            Arnethgasse 98
                        

            1160 Wien 16. Bezirk Ottakring
",9713472,13
NA,NA,9713473,NA
280,"
                            Schellhammergasse, 10/1/13
                        

            1160 Wien 16. Bezirk Ottakring
",9713474,9
NA,NA,9713475,NA
NA,NA,9713476,NA
430,"
                            Kaiserstraße 5
                        

            74072 Heilbronn Heilbronn
",9713477,14
NA,NA,9713478,NA
550,"
                            Reuterweg 102
                        

            60323 Frankfurt am Main Westend-Nord
",9713479,24
500,NA,9713480,NA
NA,NA,9713481,NA
NA,"
                            Wolbecker Str.
                        

            48155 Münster Centrum
",9713482,NA
NA,NA,9713483,NA
NA,NA,9713484,NA
NA,"
                            Brabanter Straße
                        

            50674 Köln Belgisches Viertel
",9713485,NA
NA,"
                            Alsenstraße
                        

            44789 Bochum Innenstadt
",9713486,NA
470,"
                            Neidhartstr 25
                        

            86159 Augsburg Antonsviertel
",9713487,13
NA,"
                            Bachgasse
                        

            72070 Tübingen Innenstadt
",9713488,NA
400,NA,9713489,NA
NA,NA,9713490,NA
NA,NA,9713491,NA
340,"
                            Zartener str.
                        

            79199 Freiburg im Breisgau Kirchzarten
",9713492,15
NA,"
                            Ernst-Abbe-strasse,
                        

            06122 Halle (Saale) Halle
",9713493,NA
600,"
                            7-9
                        

            1096 Budapest 9. Bezirk Vendel utca
",9713494,42
1000,NA,9713495,NA
NA,NA,9713496,NA
398,"
                            Am Sande
                        

            21335 Lüneburg Lüneburg
",9713497,25
920,"
                            Schedelstraße
                        

            80687 München Laim
",9713498,20
700,NA,9713499,NA
450,NA,9713500,9
450,"
                            Weißensteiner Straße
                        

            70327 Stuttgart Wangen
",9713501,36
480,"
                            Erlenstraße
                        

            28199 Bremen Neustadt
",9713502,15
NA,NA,9713503,NA
550,"
                            Beverstraße 28
                        

            52066 Aachen Aachen
",9713504,20
770,"
                            Neustiftgasse 15
                        

            1070 Wien 07. Bezirk Neubau
",9713505,31
NA,NA,9713506,NA
NA,NA,9713507,NA
369,"
                            Brüderweg 15 hausnummer 42
                        

            44135 Dortmund Reinoldikirche
",9713508,24
NA,NA,9713509,NA
435,"
                            Ehlentruper Weg 87
                        

            33604 Bielefeld Mitte
",9713510,18
NA,NA,9713511,NA
345,"
                            Nähe Kreideberg
                        

            21339 Lüneburg Lüneburg
",9713512,13
NA,NA,9713513,NA
NA,NA,9713514,NA
1800,"
                            Schnellerstr. 112
                        

            12439 Berlin Niederschöneweide
",9713515,79
NA,NA,9713516,NA
NA,NA,9713517,NA
NA,NA,9713518,NA
NA,NA,9713519,NA
NA,NA,9713520,NA
NA,NA,9713521,NA
NA,NA,9713522,NA
NA,NA,9713523,NA
NA,NA,9713524,NA
NA,NA,9713525,NA
NA,NA,9713526,NA
NA,NA,9713527,NA
NA,NA,9713528,NA
NA,NA,9713529,NA
NA,NA,9713530,NA
NA,NA,9713531,NA
NA,NA,9713532,NA
NA,NA,9713533,NA
NA,NA,9713534,NA
NA,NA,9713535,NA
NA,NA,9713536,NA
NA,NA,9713537,NA
NA,NA,9713538,NA
NA,NA,9713539,NA
NA,NA,9713540,NA
NA,NA,9713541,NA
1800,"
                            Schnellerstr. 112
                        

            12439 Berlin Niederschöneweide
",9713515,79
NA,NA,9713516,NA
NA,NA,9713517,NA
NA,NA,9713518,NA
356,"
                            Friesenstr.
                        

            06112 Halle (Saale) 
",9713519,18
NA,"
                            Dr.-Külz-Straße
                        

            08393 Meerane Meerane
",9713520,NA
NA,NA,9713521,NA
NA,NA,9713522,NA
420,"
                            Orensteinstraße
                        

            44149 Dortmund Dorstfeld
",9713523,17
NA,NA,9713524,NA
NA,"
                            Lutherstraße
                        

            35037 Marburg Oberstadt
",9713525,NA
280,"
                            63 Schillerstrasse
                        

            03046 Cottbus Ströbitz
",9713526,21
790,"
                            Friedenstr, 92b
                        

            10249 Berlin Friedrichshain
",9713527,65
NA,NA,9713528,NA
NA,NA,9713529,NA
NA,NA,9713530,NA
NA,NA,9713531,NA
NA,"
                            Josephinenstraße
                        

            01067 Dresden Wilsdruffer Vorstadt/Seevorstadt-West
",9713532,NA
700,NA,9713533,NA
NA,NA,9713534,NA
675,"
                            Holsteiner Chausseeo
                        

            22457 Hamburg eidelstadt
",9713535,16
317,"
                            Franckstraße 14
                        

            8010 Graz Geidorf
",9713536,10
NA,NA,9713537,NA
NA,NA,9713538,NA
NA,"
                            Willy-Brandt-Straße
                        

            06110 Halle (Saale) Südliche Innenstadt
",9713539,NA
NA,NA,9713540,NA
NA,NA,9713541,NA
NA,NA,9713542,NA
450,"
                            Adolphstraße 50a
                        

            01900 Großröhrsdorf 
",9713543,19
800,NA,9713544,NA
600,"
                            Wallstraße 15
                        

            60594 Frankfurt am Main Sachsenhausen
",9713545,18
520,"
                            Burgstraße 142
                        

            60389 Frankfurt am Main Bornheim
",9713546,14
900,"
                            Stockholmstraße 6
                        

            91074 Herzogenaurach Herzogenaurach
",9713547,36
NA,NA,9713548,NA
NA,NA,9713549,NA
500,NA,9713550,15
530,"
                            Augustinerplatz 1c
                        

            93047 Regensburg Innenstadt
",9713551,20
495,"
                            Essenheimer Straße 45
                        

            55128 Mainz Bretzenheim
",9713552,10
550,NA,9713553,NA
215,"
                            Alfred-Dengler Str. 1
                        

            16225 Eberswalde Mitte
",9713554,16
450,NA,9713555,NA
465,"
                            Patriotischer Weg
                        

            18057 Rostock Kröpeliner Tor Vorstadt
",9713556,37
NA,NA,9713557,NA
NA,NA,9713558,NA
NA,"
                            Neukölln
                        

            12045 Berlin Neukölln
",9713559,NA
NA,NA,9713560,NA
NA,NA,9713561,NA
NA,"
                            Pragerstraße
                        

            80937 München Milbertshofen-Am Hart
",9713562,NA
600,NA,9713563,10
NA,NA,9713564,NA
NA,NA,9713565,NA
NA,NA,9713566,NA
NA,NA,9713567,NA
NA,NA,9713568,NA
NA,NA,9713569,NA
700,NA,9713570,15
NA,NA,9713571,NA
1000,NA,9713572,10
NA,"
                            Ernst-Abbe-Strasse,
                        

            06122 Halle (Saale) Halle
",9713573,NA
406,"
                            Leopoldstraße 6a
                        

            38100 Braunschweig Innenstadt
",9713574,34
NA,NA,9713575,NA
1300,"
                            Hauptstraße 38
                        

            85737 München Ismaning
",9713576,25
523,"
                            Schillerstraße
                        

            8010 Graz St. Leonhard
",9713577,30
