price,location,id,size
NA,"
                            Schellingstraße
                        

            80799 München Maxvorstadt
",9713578,NA
NA,NA,9713579,NA
NA,NA,9713580,NA
500,"
                            Vaalserstaße 200-230
                        

            52074 Aachen Aachen
",9713581,34
NA,NA,9713582,NA
NA,NA,9713583,NA
600,NA,9713584,10
325,"
                            Glaßstraße
                        

            91522 Ansbach 
",9713585,13
650,"
                            Innerlohener Str. 8
                        

            83324 Ruhpolding Bibelöd
",9713586,50
NA,"
                            Bayersdorferstraße
                        

            80637 München Neuhausen-Nymphenburg
",9713587,NA
NA,NA,9713588,NA
470,"
                            Wesselényi utca 18
                        

            1077 Budapest 7. Bezirk
",9713589,46
920,"
                            Am Rödelheimer Wehr 3
                        

            60489 Frankfurt am Main Rödelheim
",9713590,68
NA,NA,9713591,NA
NA,NA,9713592,NA
NA,NA,9713593,NA
NA,NA,9713594,NA
NA,NA,9713595,NA
NA,NA,9713596,NA
NA,NA,9713597,NA
NA,NA,9713598,NA
NA,NA,9713599,NA
NA,NA,9713600,NA
NA,NA,9713601,NA
NA,NA,9713602,NA
NA,NA,9713603,NA
NA,NA,9713604,NA
NA,NA,9713605,NA
NA,NA,9713606,NA
NA,NA,9713607,NA
NA,NA,9713608,NA
NA,NA,9713609,NA
NA,NA,9713610,NA
NA,NA,9713611,NA
NA,NA,9713612,NA
NA,NA,9713613,NA
NA,NA,9713614,NA
NA,NA,9713615,NA
920,"
                            Am Rödelheimer Wehr 3
                        

            60489 Frankfurt am Main Rödelheim
",9713590,68
420,NA,9713591,45
NA,NA,9713592,NA
1000,NA,9713593,15
595,"
                            Offenburger Straße 11
                        

            70376 Stuttgart Bad Cannstatt
",9713594,16
NA,NA,9713595,NA
303,"
                            Obere Karspüle
                        

            37073 Göttingen Innenstadt
",9713596,15
NA,NA,9713597,NA
NA,"
                            Marienburger
                        

            72072 Tübingen Südstadt
",9713598,NA
1000,"
                            Rolandswoort 18
                        

            22763 Hamburg Ottensen
",9713599,56
NA,NA,9713600,NA
600,"
                            Ludwig-Roebel-Strasse 12
                        

            68309 Mannheim Käfertal
",9713601,17
425,"
                            Brockhauserstraße.17
                        

            49134 Wallenhorst 
",9713602,16
NA,NA,9713603,NA
NA,NA,9713604,NA
550,NA,9713605,13
300,"
                            Schleswigerstraße
                        

            42107 Wuppertal Elberfeld
",9713606,17
NA,NA,9713607,NA
400,NA,9713608,NA
695,"
                            Efeuweg 35
                        

            22299 Hamburg Winterhude
",9713609,18
NA,NA,9713610,NA
NA,"
                            Am Holunder,
                        

            30459 Hannover Oberricklingen
",9713611,NA
NA,NA,9713612,NA
535,"
                            Schmidener Straße 183
                        

            70374 Stuttgart Bad Cannstatt
",9713613,19
405,"
                            Vogelmauer, 9
                        

            86152 Augsburg Innenstadt
",9713614,12
NA,NA,9713615,NA
NA,NA,9713616,NA
NA,NA,9713617,NA
NA,NA,9713618,NA
1000,NA,9713619,NA
NA,NA,9713620,NA
372,"
                            Spohrstraße 16
                        

            90429 Nürnberg Muggenhof
",9713621,21
NA,NA,9713622,NA
NA,NA,9713623,NA
650,"
                            Florastraße
                        

            50733 Köln Nippes
",9713624,25
285,"
                            Friedrichstraße 35
                        

            78120 Furtwangen im Schwarzwald 
",9713625,16
350,NA,9713626,NA
600,NA,9713627,17
NA,NA,9713628,NA
NA,"
                            Behringstraße
                        

            12437 Berlin Baumschulenweg
",9713629,NA
547,"
                            Gaußstr.
                        

            70193 Stuttgart West
",9713630,17
NA,NA,9713631,NA
NA,"
                            Harburger Rathausstraße
                        

            21073 Hamburg Harburg
",9713632,NA
NA,NA,9713633,NA
100,"
                            Wansdorfer Dorfstr.
                        

            14621 Berlin Spandau
",9713634,10
275,"
                            Straubinger Straße
                        

            93055 Regensburg Ostenviertel
",9713635,8
1000,"
                            near kranoldplatz
                        

            12051 Berlin Neukölln
",9713636,80
690,"
                            Braunsdorferstr. 24
                        

            01159 Dresden Löbtau-Nord
",9713637,60
NA,NA,9713638,NA
500,NA,9713639,7
NA,NA,9713640,NA
NA,NA,9713641,NA
750,"
                            Eschersheimer Landstraße 112
                        

            60322 Frankfurt am Main 
",9713642,30
875,"
                            Eidelstedter Weg 69 A
                        

            20255 Hamburg Eimsbüttel
",9713643,43
NA,NA,9713644,NA
2000,NA,9713645,NA
NA,NA,9713646,NA
695,"
                            Am Gonsenheimer Spiess
                        

            55122 Mainz Hartenberg/Münchfeld
",9713647,42
650,NA,9713648,18
450,NA,9713649,NA
340,"
                            Kreuzgasse 50
                        

            8010 Graz Geidorf
",9713650,16
NA,NA,9713651,NA
NA,NA,9713652,NA
NA,NA,9713653,NA
NA,"
                            Greifswalder Str.
                        

            10405 Berlin Prenzlauer Berg
",9713654,NA
600,NA,9713655,NA
700,NA,9713656,45
NA,NA,9713657,NA
607,"
                            Oisterwijker Str 47
                        

            63303 Dreieich Sprendlingen
",9713658,14
NA,NA,9713659,NA
NA,NA,9713660,NA
NA,NA,9713661,NA
NA,NA,9713662,NA
NA,NA,9713663,NA
NA,NA,9713664,NA
NA,NA,9713665,NA
NA,NA,9713666,NA
NA,NA,9713667,NA
NA,NA,9713668,NA
NA,NA,9713669,NA
NA,NA,9713670,NA
NA,NA,9713671,NA
NA,NA,9713672,NA
NA,NA,9713673,NA
NA,NA,9713674,NA
NA,NA,9713675,NA
NA,NA,9713676,NA
NA,NA,9713677,NA
NA,NA,9713678,NA
NA,NA,9713679,NA
NA,NA,9713680,NA
NA,NA,9713681,NA
NA,NA,9713682,NA
NA,NA,9713683,NA
NA,NA,9713684,NA
NA,NA,9713685,NA
NA,NA,9713686,NA
NA,NA,9713687,NA
NA,NA,9713688,NA
NA,NA,9713689,NA
NA,NA,9713690,NA
607,"
                            Oisterwijker Str 47
                        

            63303 Dreieich Sprendlingen
",9713658,14
500,NA,9713659,32
135,"
                            Breitkopfstraße, 1
                        

            04317 Leipzig Leipzig
",9713660,18
600,"
                            Von-Hünefeld-Straße, 32
                        

            89231 Neu-Ulm Neu-Ulm
",9713661,27
NA,NA,9713662,NA
495,"
                            B 33
                        

            23558 Lübeck St Lorenz Süd
",9713663,10
NA,NA,9713664,NA
NA,NA,9713665,NA
355,"
                            Friedrichstraße 96
                        

            57072 Siegen Siegen
",9713666,15
365,"
                            Merowinger Straße 10
                        

            85777 Weng Hinzlbach
",9713667,28
NA,NA,9713668,NA
623,"
                            Kapuzinergasse 6
                        

            86150 Augsburg Innenstadt
",9713669,43
NA,NA,9713670,NA
830,"
                            Stüdlstraße
                        

            80995 München Feldmoching-Hasenbergl
",9713671,10
NA,NA,9713672,NA
NA,NA,9713673,NA
450,NA,9713674,13
NA,NA,9713675,NA
NA,"
                            Betzelsstr.
                        

            55116 Mainz Altstadt
",9713676,NA
350,"
                            Strengerstrasse 2
                        

            33335 Gütersloh Innenstadt
",9713677,18
NA,NA,9713678,NA
NA,NA,9713679,NA
490,"
                            Bauhofstraße 11
                        

            55116 Mainz Altstadt
",9713680,15
880,"
                            Stüdlstraße
                        

            80995 München Feldmoching-Hasenbergl
",9713681,15
200,"
                            Dethardingstraße 93
                        

            18057 Rostock Hansaviertel
",9713682,9
950,"
                            Nogatstraße
                        

            12051 Berlin Neukölln
",9713683,41
600,NA,9713684,15
NA,NA,9713685,NA
700,NA,9713686,30
NA,NA,9713687,NA
NA,NA,9713688,NA
NA,NA,9713689,NA
NA,"
                            Weender Landstraße
                        

            37075 Göttingen Nordstadt
",9713690,NA
NA,NA,9713691,NA
600,NA,9713692,NA
NA,NA,9713693,NA
900,NA,9713694,NA
550,"
                            Kurfürsten-Anlage
                        

            69115 Heidelberg Weststadt
",9713695,20
260,"
                            Zimmer No 510 Cusanushaus, Saaruferstrasse 12, ...
                        

            66117 Saarbrücken St. Johann
",9713696,15
290,"
                            Güldensteinstrasse 6
                        

            74081 Heilbronn Sontheim
",9713697,20
NA,NA,9713698,NA
500,NA,9713699,14
280,"
                            Egerstraße
                        

            73525 Schwäbisch Gmünd Oberbettringen
",9713700,17
750,NA,9713701,12
800,NA,9713702,NA
300,"
                            Annastrasse, 14
                        

            37075 Göttingen Nordstadt
",9713703,13
NA,NA,9713704,NA
NA,NA,9713705,NA
295,"
                            Alte Poststrasse
                        

            57072 Siegen Siegen
",9713706,16
650,NA,9713707,NA
NA,NA,9713708,NA
295,"
                            Alte Poststrasse
                        

            57072 Siegen Siegen
",9713706,16
650,NA,9713707,NA
NA,NA,9713708,NA
NA,NA,9713709,NA
600,NA,9713710,16
550,"
                            Grünebergstraße 83
                        

            22763 Hamburg Ottensen
",9713711,20
NA,NA,9713712,NA
1000,"
                            Grüneckerstr. 0
                        

            80805 München München
",9713713,16
NA,NA,9713714,NA
NA,NA,9713715,NA
NA,NA,9713716,NA
NA,NA,9713717,NA
NA,NA,9713718,NA
800,NA,9713719,NA
750,NA,9713720,NA
NA,NA,9713721,NA
580,"
                            Berliner Strasse 16
                        

            65824 Schwalbach am Taunus Schwalbach am Taunus
",9713722,12
NA,NA,9713723,NA
NA,NA,9713724,NA
NA,NA,9713725,NA
450,"
                            An der Falkenwiese
                        

            23564 Lübeck St Gertrud
",9713726,15
930,"
                            U6, 7
                        

            68161 Mannheim Innenstadt
",9713727,40
NA,NA,9713728,NA
NA,NA,9713729,NA
NA,NA,9713730,NA
600,NA,9713731,10
700,NA,9713732,NA
400,NA,9713733,10
NA,NA,9713734,NA
NA,NA,9713735,NA
750,NA,9713736,NA
990,"
                            Waldeckstrasse 54
                        

            81543 München Untergiesing-Harlaching
",9713737,40
NA,NA,9713738,NA
NA,NA,9713739,NA
NA,NA,9713740,NA
NA,NA,9713741,NA
700,NA,9713742,NA
NA,NA,9713743,NA
600,"
                            Höninger Weg
                        

            50969 Köln Zollstock
",9713744,12
NA,NA,9713745,NA
550,NA,9713746,15
NA,NA,9713747,NA
800,NA,9713748,NA
NA,NA,9713749,NA
380,"
                            Apollinarisberg
                        

            13 Remagen 
",9713750,15
385,"
                            Hernalser Hauptstraße
                        

            1170 Wien 17. Bezirk Hernals
",9713751,11
NA,NA,9713752,NA
440,"
                            Bachemer Str.
                        

            50935 Köln Lindenthal
",9713753,13
540,"
                            Saalhausener Straße
                        

            01159 Dresden Löbtau-Nord
",9713754,49
NA,NA,9713755,NA
690,"
                            Schellingstrasse 25
                        

            80881 München Schwabing
",9713756,14
690,"
                            Schellingstrasse 25
                        

            80881 München Schwabing
",9713756,14
NA,NA,9713757,NA
700,NA,9713758,20
1885,"
                            Karwendelstraße 24A
                        

            81369 München Sendling
",9713759,74
NA,"
                            Hirschlandstr.
                        

            73730 Esslingen am Neckar Esslingen Stadtteil Oberesslingen
",9713760,NA
550,NA,9713761,20
NA,NA,9713762,NA
601,"
                            Marie-Louise-Jahn-Straße / Otto-Meitinger-Straße
                        

            81248 München Freiham
",9713763,35
NA,NA,9713764,NA
NA,NA,9713765,NA
NA,NA,9713766,NA
NA,NA,9713767,NA
NA,NA,9713768,NA
NA,"
                            Venloer Str.
                        

            50823 Köln Ehrenfeld
",9713769,NA
NA,NA,9713770,NA
NA,NA,9713771,NA
670,"
                            Berliner Strasse 16
                        

            65824 Schwalbach am Taunus Schwalbach am Taunus
",9713772,14
550,"
                            An der Bastion
                        

            50679 Köln Deutz
",9713773,14
NA,NA,9713774,NA
NA,NA,9713775,NA
NA,NA,9713776,NA
NA,NA,9713777,NA
NA,NA,9713778,NA
NA,NA,9713779,NA
NA,NA,9713780,NA
336,"
                            Edith-Stein-Straße
                        

            51063 Köln Mülheim
",9713781,12
720,"
                            Berliner Strasse 16
                        

            65824 Schwalbach am Taunus Schwalbach am Taunus
",9713782,20
2400,"
                            Berliner Straße 16
                        

            65824 Schwalbach am Taunus Schwalbach am Taunus
",9713783,93
500,NA,9713784,13
550,NA,9713785,NA
670,"
                            Kortumweg
                        

            48165 Münster Hiltrup
",9713786,48
NA,NA,9713787,NA
NA,NA,9713788,NA
800,NA,9713789,18
NA,NA,9713790,NA
NA,"
                            Eschersheimer Landstraße
                        

            60433 Frankfurt am Main Dornbusch
",9713791,NA
1000,"
                            Tägermoosstrasse 17
                        

            78462 Konstanz Paradies
",9713792,20
NA,"
                            .Röntgenstraße
                        

            10587 Berlin Charlottenburg
",9713793,NA
469,"
                            Walther-Nernst-Weg
                        

            37075 Göttingen Oststadt
",9713794,22
NA,NA,9713795,NA
NA,NA,9713796,NA
NA,"
                            Beckstraße
                        

            20357 Hamburg Sternschanze
",9713797,NA
NA,"
                            Schillerstr.
                        

            48155 Münster Centrum
",9713798,NA
650,"
                            Seerosenstraße 1, 70563 Stuttgart
                        

            70563 Stuttgart Vaihingen
",9713799,24
NA,NA,9713800,NA
300,"
                            Teplitzer Straße
                        

            01219 Dresden Strehlen
",9713801,23
1600,NA,9713802,NA
350,"
                            Immer 44
                        

            45127 Essen Essen
",9713803,19
NA,NA,9713804,NA
NA,NA,9713805,NA
1150,"
                            Rathenower Str.
                        

            10559 Berlin Moabit
",9713806,60
1150,"
                            Rathenower Str.
                        

            10559 Berlin Moabit
",9713806,60
NA,"
                            Hübschstraße
                        

            76135 Karlsruhe Weststadt
",9713807,NA
NA,NA,9713808,NA
NA,NA,9713809,NA
100,NA,9713810,NA
NA,NA,9713811,NA
650,NA,9713812,10
900,"
                            Thujaweg 5
                        

            76149 Karlsruhe Neureut
",9713813,55
400,NA,9713814,20
800,NA,9713815,NA
500,NA,9713816,10
NA,NA,9713817,NA
NA,NA,9713818,NA
NA,NA,9713819,NA
NA,NA,9713820,NA
1860,"
                            Goethestraße
                        

            79100 Freiburg im Breisgau Wiehre
",9713821,120
600,"
                            Margaretenstraße 35
                        

            20357 Hamburg Eimsbüttel
",9713822,20
750,NA,9713823,NA
NA,NA,9713824,NA
NA,NA,9713825,NA
530,"
                            Tengstr.
                        

            80798 München Schwabing-West
",9713826,22
NA,NA,9713827,NA
700,NA,9713828,13
NA,"
                            
                        

            67549 Worms worms
",9713829,NA
NA,NA,9713830,NA
800,NA,9713831,30
640,"
                            Westbahnstraße
                        

            1070 Wien 07. Bezirk Neubau
",9713832,22
NA,NA,9713833,NA
NA,"
                            Kaiser-Friedrich-Straße
                        

            10627 Berlin Charlottenburg
",9713834,NA
282,"
                            Kirchheimer Straße 29
                        

            72622 Nürtingen 
",9713835,16
NA,NA,9713836,NA
550,NA,9713837,NA
550,NA,9713838,NA
NA,NA,9713839,NA
NA,NA,9713840,NA
NA,NA,9713841,NA
NA,"
                            Mosenstraße
                        

            01309 Dresden Striesen
",9713842,NA
NA,NA,9713843,NA
620,"
                            Adolph-Schönfelder-Str. 37
                        

            22083 Hamburg Barmbek-Süd
",9713844,13
NA,NA,9713845,NA
NA,"
                            Ribbecker Str.
                        

            10315 Berlin Berlin
",9713846,NA
NA,NA,9713847,NA
384,"
                            Am Hohen Weg
                        

            60488 Frankfurt am Main Hausen
",9713848,11
600,NA,9713849,20
550,NA,9713850,14
NA,NA,9713851,NA
NA,NA,9713852,NA
NA,NA,9713853,NA
450,"
                            Alfred-Jung-Strasse
                        

            10369 Berlin Lichtenberg
",9713854,20
NA,NA,9713855,NA
850,"
                            Emil-Gött-Str14
                        

            76131 Karlsruhe Innenstadt-Ost
",9713856,55
850,"
                            Emil-Gött-Str14
                        

            76131 Karlsruhe Innenstadt-Ost
",9713856,55
NA,NA,9713857,NA
700,NA,9713858,15
NA,NA,9713859,NA
310,"
                            Klappergasse 1
                        

            60594 Frankfurt am Main Sachsenhausen-Nord
",9713860,13
NA,NA,9713861,NA
NA,NA,9713862,NA
NA,NA,9713863,NA
NA,"
                            Maybachufer
                        

            12047 Berlin Neukölln
",9713864,NA
NA,NA,9713865,NA
NA,NA,9713866,NA
NA,NA,9713867,NA
NA,NA,9713868,NA
NA,NA,9713869,NA
NA,NA,9713870,NA
NA,NA,9713871,NA
NA,NA,9713872,NA
NA,"
                            Kürnbergstraße
                        

            81369 München Sendling
",9713873,NA
NA,NA,9713874,NA
570,"
                            Untere Weißgerberstr. 50
                        

            1030 Wien 03. Bezirk Landstraße
",9713875,25
372,"
                            Wiederholdstraße 2
                        

            70174 Stuttgart Mitte
",9713876,10
NA,NA,9713877,NA
NA,"
                            Hiddenseestraße
                        

            13189 Berlin Berlin
",9713878,NA
NA,"
                            Mittelstraße
                        

            07745 Jena Jena-Süd
",9713879,NA
1100,NA,9713880,60
340,"
                            Strohgasse 4
                        

            1030 Wien 03. Bezirk Landstraße
",9713881,12
NA,NA,9713882,NA
NA,"
                            Schillerstr.
                        

            91054 Erlangen Innenstadt
",9713883,NA
625,"
                            Telemannstraße
                        

            20255 Hamburg 
",9713884,13
NA,NA,9713885,NA
500,NA,9713886,15
NA,NA,9713887,NA
NA,NA,9713888,NA
NA,NA,9713889,NA
410,"
                            Bäderstraße 73
                        

            65321 Wiesbaden Heidenrod Kemel
",9713890,12
NA,NA,9713891,NA
280,"
                            Zippererstraße
                        

            1110 Wien 11. Bezirk Simmering
",9713892,10
NA,NA,9713893,NA
NA,NA,9713894,NA
NA,NA,9713895,NA
NA,NA,9713896,NA
520,"
                            Corveystraße 1
                        

            28215 Bremen Findorff-Bürgerweide
",9713897,19
800,NA,9713898,18
NA,NA,9713899,NA
650,NA,9713900,NA
NA,NA,9713901,NA
NA,"
                            Schwanthaler Straße
                        

            60596 Frankfurt am Main Sachsenhausen
",9713902,NA
450,NA,9713903,15
NA,NA,9713904,NA
NA,NA,9713905,NA
NA,NA,9713906,NA
520,"
                            Corveystraße 1
                        

            28215 Bremen Findorff-Bürgerweide
",9713897,19
800,NA,9713898,18
NA,NA,9713899,NA
650,NA,9713900,NA
NA,NA,9713901,NA
NA,"
                            Schwanthaler Straße
                        

            60596 Frankfurt am Main Sachsenhausen
",9713902,NA
450,NA,9713903,15
NA,NA,9713904,NA
NA,NA,9713905,NA
NA,NA,9713906,NA
NA,"
                            Friedberger landstraße
                        

            60389 Frankfurt am Main Bornheim
",9713907,NA
NA,NA,9713908,NA
NA,NA,9713909,NA
NA,NA,9713910,NA
NA,NA,9713911,NA
NA,NA,9713912,NA
NA,NA,9713913,NA
NA,NA,9713914,NA
470,"
                            M-Str. Kleinsachsenheim
                        

            74343 Ludwigsburg Sachsenheim
",9713915,16
295,"
                            Altstrehlen 2
                        

            01219 Dresden Strehlen
",9713916,16
390,"
                            Schönbühlstraße
                        

            70188 Stuttgart Ost
",9713917,17
NA,"
                            Rungestraße
                        

            10179 Berlin Mitte
",9713918,NA
440,"
                            Akazienweg
                        

            37083 Göttingen Südstadt
",9713919,25
270,"
                            Teplitzer Straße
                        

            01219 Dresden Strehlen
",9713920,16
730,"
                            Tegernseer Landstraße 129
                        

            81539 München Giesing
",9713921,17
1000,NA,9713922,30
501,"
                            Am Schwarzenberg 13a, Wg no 63
                        

            97078 Würzburg Lindleinsmühle
",9713923,20
402,"
                            Fischstrasse 3
                        

            96047 Bamberg Innenstadt
",9713924,13
NA,NA,9713925,NA
NA,NA,9713926,NA
350,NA,9713927,NA
NA,NA,9713928,NA
NA,NA,9713929,NA
NA,NA,9713930,NA
642,"
                            Hirsch-Gereuth-Straße 56
                        

            81369 München Sendling-Westpark
",9713931,21
447,"
                            Alträcknitz 12
                        

            01217 Dresden Räcknitz/Zschertnitz
",9713932,17
800,NA,9713933,NA
500,NA,9713934,NA
NA,NA,9713935,NA
NA,NA,9713936,NA
NA,NA,9713937,NA
1400,"
                            Details bei Kontakt
                        

            10555 Berlin Moabit
",9713938,110
395,"
                            Hohentorsheerstraße 85
                        

            28199 Bremen Neustadt
",9713939,15
NA,NA,9713940,NA
250,NA,9713941,NA
350,"
                            Mühlenstr 3
                        

            46238 Bottrop Batenbrock-Süd
",9713942,20
1200,NA,9713943,NA
NA,NA,9713944,NA
590,"
                            Rappstraße 18
                        

            20146 Hamburg Rotherbaum
",9713945,15
548,"
                            Wallgraben
                        

            21073 Hamburg Harburg
",9713946,22
NA,NA,9713947,NA
548,"
                            Wallgraben
                        

            21073 Hamburg Harburg
",9713946,22
NA,NA,9713947,NA
NA,NA,9713948,NA
500,NA,9713949,NA
450,"
                            Pfeilgasse 7
                        

            1080 Wien 08. Bezirk Josefstadt
",9713950,15
1100,"
                            isländische Straße
                        

            10439 Berlin Prenzlauer Berg
",9713951,53
550,NA,9713952,NA
NA,"
                            Unterthurnstraße
                        

            5412 Salzburg Elsbethen
",9713953,NA
NA,NA,9713954,NA
560,"
                            Hochkreuzallee Allee 182
                        

            53175 Bonn Friesdorf
",9713955,45
500,NA,9713956,NA
NA,"
                            Mascagnigasse
                        

            5020 Salzburg Salzburg
",9713957,NA
1000,NA,9713958,65
NA,NA,9713959,NA
1200,NA,9713960,NA
NA,"
                            Pankstraße
                        

            13357 Berlin Wedding
",9713961,NA
NA,"
                            Corrensstraße
                        

            48149 Münster Gievenbeck
",9713962,NA
NA,NA,9713963,NA
NA,NA,9713964,NA
2000,NA,9713965,NA
NA,"
                            Gemünder Str.
                        

            56072 Koblenz Metternich
",9713966,NA
600,NA,9713967,15
400,NA,9713968,9
NA,NA,9713969,NA
NA,NA,9713970,NA
520,"
                            Honekamp 2
                        

            48317 Drensteinfurt Drensteinfurt
",9713971,39
498,"
                            Marstallstr.1
                        

            71634 Ludwigsburg Mitte
",9713972,10
NA,NA,9713973,NA
NA,NA,9713974,NA
NA,NA,9713975,NA
700,"
                            Dresdner Straße 69
                        

            04317 Leipzig Reudnitz-Thonberg
",9713976,50
NA,NA,9713977,NA
NA,NA,9713978,NA
NA,"
                            Seboldstraße
                        

            76227 Karlsruhe Durlach
",9713979,NA
NA,NA,9713980,NA
NA,NA,9713981,NA
NA,"
                            Philippstrasse
                        

            50823 Köln Köln
",9713982,NA
NA,NA,9713983,NA
NA,NA,9713984,NA
NA,NA,9713985,NA
490,"
                            Merheimer Heide
                        

            51103 Köln Höhenberg
",9713986,25
NA,NA,9713987,NA
NA,NA,9713988,NA
945,"
                            Pohlstrasse
                        

            10785 Berlin Tiergarten
",9713989,13
1100,NA,9713990,35
850,NA,9713991,40
NA,NA,9713992,NA
NA,NA,9713993,NA
NA,NA,9713994,NA
780,"
                            E3,15
                        

            68159 Mannheim Innenstadt
",9713995,37
650,NA,9713996,NA
780,"
                            E3,15
                        

            68159 Mannheim Innenstadt
",9713995,37
650,NA,9713996,NA
300,NA,9713997,10
1200,NA,9713998,NA
NA,"
                            Neue Straße
                        

            49074 Osnabrück Innenstadt
",9713999,NA
NA,NA,9714000,NA
1200,NA,9714001,NA
NA,NA,9714002,NA
475,"
                            Harrachgasse 17
                        

            8010 Graz Geidorf
",9714003,25
NA,NA,9714004,NA
NA,NA,9714005,NA
NA,NA,9714006,NA
NA,NA,9714007,NA
800,"
                            Kaiser-Friedrich-Str. XX
                        

            10585 Berlin Berlin
",9714008,54
NA,NA,9714009,NA
260,"
                            Castroperstr 92
                        

            44791 Bochum Innenstadt
",9714010,15
NA,NA,9714011,NA
NA,NA,9714012,NA
600,NA,9714013,13
NA,NA,9714014,NA
NA,"
                            Charles-Corcelle-Ring,
                        

            13405 Berlin Reinickendorf
",9714015,NA
NA,NA,9714016,NA
NA,NA,9714017,NA
350,NA,9714018,18
1740,"
                            Nietzschestraße
                        

            28201 Bremen Buntentor
",9714019,60
NA,NA,9714020,NA
1740,"
                            Winterfeldtstraße
                        

            10781 Berlin Schöneberg
",9714021,30
NA,NA,9714022,NA
NA,NA,9714023,NA
NA,NA,9714024,NA
550,"
                            Oerweg 51
                        

            45657 Recklinghausen Stadtmitte
",9714025,73
NA,NA,9714026,NA
NA,NA,9714027,NA
NA,NA,9714028,NA
1000,NA,9714029,NA
NA,NA,9714030,NA
430,NA,9714031,12
NA,NA,9714032,NA
NA,NA,9714033,NA
NA,NA,9714034,NA
530,NA,9714035,30
NA,NA,9714036,NA
NA,"
                            Rüterstraße
                        

            22041 Hamburg Harburg
",9714037,NA
NA,NA,9714038,NA
310,"
                            Leimbachstr. 22
                        

            57074 Siegen Siegen
",9714039,16
NA,NA,9714040,NA
650,NA,9714041,NA
900,NA,9714042,NA
NA,NA,9714043,NA
300,NA,9714044,NA
NA,"
                            Josef-Wirth-Weg
                        

            80939 München Schwabing-Freimann
",9714045,NA
310,"
                            Leimbachstr. 22
                        

            57074 Siegen Siegen
",9714039,16
NA,NA,9714040,NA
650,NA,9714041,NA
900,NA,9714042,NA
NA,NA,9714043,NA
300,NA,9714044,NA
NA,"
                            Josef-Wirth-Weg
                        

            80939 München Schwabing-Freimann
",9714045,NA
600,NA,9714046,NA
NA,NA,9714047,NA
NA,NA,9714048,NA
465,"
                            Ostendstraße 2
                        

            76131 Karlsruhe Oststadt
",9714049,14
650,NA,9714050,15
NA,NA,9714051,NA
NA,"
                            
                        

            30449 Hannover Schwarzer Bär
",9714052,NA
NA,NA,9714053,NA
153,"
                            Reichenhainer Str., 47
                        

            09126 Chemnitz Bernsdorf
",9714054,20
950,"
                            Andernacher Straße
                        

            80993 München Moosach
",9714055,15
NA,NA,9714056,NA
70,"
                            Sarrazinstrase 3
                        

            12159 Berlin Berlin
",9714057,66
NA,"
                            Mühlenstraße
                        

            10234 Berlin Friedrichshain
",9714058,NA
445,"
                            Kaiserallee 95
                        

            76185 Karlsruhe Weststadt
",9714059,15
NA,NA,9714060,NA
NA,NA,9714061,NA
NA,NA,9714062,NA
NA,NA,9714063,NA
NA,NA,9714064,NA
700,"
                            Olbrichtstraße
                        

            04517 Leipzig Gohlis-Nord
",9714065,32
700,NA,9714066,NA
NA,NA,9714067,NA
NA,"
                            Lisztstraße
                        

            81677 München München
",9714068,NA
NA,NA,9714069,NA
NA,NA,9714070,NA
NA,NA,9714071,NA
NA,NA,9714072,NA
NA,NA,9714073,NA
NA,"
                            Edelstraße
                        

            96047 Bamberg Innenstadt
",9714074,NA
NA,NA,9714075,NA
NA,NA,9714076,NA
1020,"
                            Arkturhof 4a
                        

            30823 Garbsen Auf der Horst
",9714077,78
NA,NA,9714078,NA
NA,NA,9714079,NA
832,"
                            Morthorststraße 34
                        

            25336 Elmshorn 
",9714080,63
NA,"
                            Paul-Schallück-Straße
                        

            50939 Köln Sülz
",9714081,NA
390,"
                            Bierlingen
                        

            72181 Rottenburg am Neckar Starzach
",9714082,16
NA,NA,9714083,NA
NA,"
                            Havelländer Ring
                        

            12629 Berlin Berlin
",9714084,NA
NA,NA,9714085,NA
NA,"
                            Novalisstraße
                        

            10115 Berlin Berlin
",9714086,NA
NA,NA,9714087,NA
NA,NA,9714088,NA
NA,NA,9714089,NA
NA,"
                            Bierlingen
                        

            72181 Rottenburg am Neckar Starzach
",9714082,NA
NA,NA,9714083,NA
NA,"
                            Havelländer Ring
                        

            12629 Berlin Berlin
",9714084,NA
NA,NA,9714085,NA
NA,"
                            Novalisstraße
                        

            10115 Berlin Berlin
",9714086,NA
NA,NA,9714087,NA
NA,NA,9714088,NA
NA,NA,9714089,NA
NA,"
                            Bierlingen
                        

            72181 Rottenburg am Neckar Starzach
",9714090,NA
1200,NA,9714091,NA
NA,"
                            Vom-Rath-Straße
                        

            47051 Duisburg Dellviertel
",9714092,NA
NA,NA,9714093,NA
NA,NA,9714094,NA
NA,NA,9714095,NA
570,"
                            Nähe Goethe Anlage
                        

            34121 Kassel Wehlheiden
",9714096,40
NA,NA,9714097,NA
1200,NA,9714098,NA
NA,NA,9714099,NA
620,"
                            Schillingstraße
                        

            26 Berlin Mitte
",9714100,18
NA,NA,9714101,NA
NA,NA,9714102,NA
490,"
                            Mittelstraße 43
                        

            68169 Mannheim 
",9714103,16
NA,NA,9714104,NA
555,"
                            Anderter Str. 121
                        

            30559 Hannover Anderten
",9714105,20
NA,"
                            Borsigstr.
                        

            40227 Düsseldorf Oberbilk
",9714106,NA
NA,NA,9714107,NA
NA,NA,9714108,NA
NA,NA,9714109,NA
NA,NA,9714110,NA
